Reference, Value, Footprint, Datasheet, Description, MF, Package, Price, MP
"J3","CONN_01X08","Socket_Strips:Socket_Strip_Straight_1x08_Pitch2.54mm",""
"J4","CONN_01X08","Socket_Strips:Socket_Strip_Straight_1x08_Pitch2.54mm",""
"J1","CONN_01X04","Connectors_JST:JST_XH_B04B-XH-A_04x2.50mm_Straight",""
"C1","100nF","Capacitors_SMD:C_0603_HandSoldering",""
"C4","100nF","Capacitors_SMD:C_0603_HandSoldering",""
"C3","100nF","Capacitors_SMD:C_0603_HandSoldering",""
"C2","10uF","Capacitors_SMD:C_0603_HandSoldering",""
"SW1","SW_Push","Buttons_Switches_SMD:SW_SPST_B3U-1000P",""
"J2","CONN_01X04","Connectors_JST:JST_XH_B04B-XH-A_04x2.50mm_Straight",""
"C5","100nF","Capacitors_SMD:C_0603_HandSoldering",""
"C8","100nF","Capacitors_SMD:C_0603_HandSoldering",""
"C7","100nF","Capacitors_SMD:C_0603_HandSoldering",""
"C6","10uF","Capacitors_SMD:C_0603_HandSoldering",""
"SW2","SW_Push","Buttons_Switches_SMD:SW_SPST_B3U-1000P",""
"U1","XC6206P502MR","TO_SOT_Packages_SMD:SOT-23_Handsoldering","Good","SMD PMIC%3B LDO%3B Vin 6V%3B 3.0V%3B 200mA%3B Without En%3B 1-Ch","Torex","SOT-23-3 Torex","0.58 USD","XC6206P302MR"
"Q1","BSS138","TO_SOT_Packages_SMD:SOT-23_Handsoldering",""
"Q2","BSS138","TO_SOT_Packages_SMD:SOT-23_Handsoldering",""
"J6","GS3","Connectors:GS3",""
"J5","GS3","Connectors:GS3",""
"J7","Aloes_Logo","Aloes:Aloes_mini",""
"J8","OSHW_Logo","Symbols:OSHW-Logo_5.7x6mm_SilkScreen",""
